vehicle_type,fuel_type,distance_traveled_km,public_transport_mode,emission_factor_vehicle,appliance_type,appliance_usage_hours,electricity_consumed_kWh,gas_usage_kWh,renewable_energy_contribution,electricity_emission_factor,gas_emission_factor,diet_type,food_item,quantity_consumed_kg,food_emission_factor_kgCO2e,waste_type,disposal_method,waste_generated_kg,waste_emission_factor,season_label,energy_demand_modifier,carbon_emission_total_kgCO2e
diesel_car,diesel,5976.160448548974,private,0.168,washing_machine,2817,2467.900573636527,10535.03434000207,78.83271111169252,0.177,0.18296,balanced,vegetables,938.938169296287,0.5,general,landfill,247.48145633378022,0.45,Spring,1.0,3949.1389797350166
petrol_car,petrol,6906.828602820169,private,0.17,washing_machine,3453,2759.7139935078894,11896.021786666848,536.2546386268942,0.177,0.18296,balanced,chicken,1152.2348078103278,6.1,recyclable,recycling_closed_loop,408.036232596303,0.021,Spring,1.0,10876.327473946414
petrol_car,petrol,4223.22170121538,private,0.17,hvac,2887,3282.0238396038003,14964.659307608072,243.80229471104906,0.177,0.18296,vegetarian,grains,944.2687332241381,0.8,general,landfill,603.1158713073232,0.45,Autumn,1.1,5063.617104404067
bicycle,human,2537.1788786531824,private,0.0,washing_machine,3443,1903.7037983635114,29789.794805945654,245.24208193059928,0.177,0.18296,meat_heavy,beef,751.425682787373,59.6,organic,composting,503.71714725320044,0.01,Autumn,1.1,50577.304295606125
bicycle,human,41619.606535852574,private,0.0,dishwasher,2419,5017.452207662624,10860.584089853532,1569.0552296912424,0.177,0.18296,vegetarian,dairy,989.3575127454034,21.0,recyclable,recycling_closed_loop,219.24103508185425,0.021,Spring,1.0,23656.253335226076
diesel_car,diesel,7923.864466592835,private,0.168,dishwasher,1358,2077.5706690137135,18806.875069846137,424.25717159818663,0.177,0.18296,meat_heavy,chicken,1168.208255392324,6.1,organic,composting,425.95956466989537,0.01,Spring,1.0,12270.17505512195
diesel_car,diesel,33856.39494000489,private,0.168,washing_machine,1639,2502.682180334532,5770.111578297874,907.4450282901478,0.177,0.18296,balanced,fish,1014.7773872249107,5.4,general,landfill,338.83068782982014,0.45,Spring,1.0,12818.82041074335
petrol_car,petrol,3834.6454286270828,private,0.17,dishwasher,1534,3441.812468841828,18209.05477790581,243.84688412448637,0.177,0.18296,balanced,vegetables,1181.3741069220569,0.5,recyclable,recycling_closed_loop,617.7293447549066,0.021,Autumn,1.1,5196.278561718136
diesel_car,diesel,9937.977342306354,private,0.168,tv,3446,1565.9538956245297,8194.192680913193,229.59691557393614,0.177,0.18296,meat_heavy,dairy,1158.1344637381455,21.0,organic,composting,565.8869694455329,0.01,Spring,1.0,27772.4461341284
diesel_car,diesel,18542.35246668833,private,0.168,dishwasher,666,1787.4929311775934,2135.360674727372,246.84502267488978,0.177,0.18296,vegetarian,vegetables,759.8362000329919,0.5,general,landfill,254.90870714059875,0.45,Summer,0.7,4316.81407049996
diesel_car,diesel,165.69931051013563,private,0.168,tv,2509,3112.9353189543053,21696.585600668517,231.1010081663204,0.177,0.18296,meat_heavy,dairy,1079.3255878442915,21.0,organic,composting,350.9051050268134,0.01,Winter,1.4,27217.780732899315
petrol_car,petrol,10145.090178557266,private,0.17,tv,3110,1549.3893193367564,15231.697734071979,334.47431340304485,0.177,0.18296,vegetarian,dairy,1009.2922546308379,21.0,general,landfill,300.9986286096861,0.45,Autumn,1.1,26116.285387425105
diesel_car,diesel,321.6809115916207,private,0.168,tv,2323,2533.9952419131323,6196.886979214911,92.51992280498617,0.177,0.18296,vegetarian,grains,837.566105654734,0.8,organic,composting,254.99836438324667,0.01,Summer,0.7,2308.9448608507964
hybrid_car,hybrid,229.19215508720768,private,0.11,refrigerator,2471,3610.593947766006,7839.909947565951,553.6619144205998,0.177,0.18296,vegan,fruits,943.0979391321556,0.4,general,landfill,623.697107706163,0.45,Spring,1.0,2756.579063941478
bus,diesel,11534.285114573893,public,0.12525,hvac,827,2132.759547688471,5937.351649929985,199.38909642966684,0.177,0.18296,meat_heavy,dairy,1342.46093748752,21.0,general,landfill,488.9263424758976,0.45,Summer,0.7,31320.162049764505
petrol_car,petrol,4230.088514987771,private,0.17,dishwasher,4096,5423.845271562052,12879.286271357632,285.37788703929897,0.177,0.18296,balanced,fish,1167.602810907262,5.4,recyclable,recycling_closed_loop,281.8806460570502,0.021,Autumn,1.1,10346.504549288411
diesel_car,diesel,3064.519931291338,private,0.168,refrigerator,1320,1170.747514153552,4149.932941053775,206.0615187632728,0.177,0.18296,balanced,chicken,1036.0992112156162,6.1,organic,composting,395.83399766186653,0.01,Summer,0.7,7805.496917749199
petrol_car,petrol,7119.534160070858,private,0.17,hvac,4392,3226.541136354957,18937.712799282497,785.2817485976877,0.177,0.18296,vegetarian,grains,1169.354221801649,0.8,recyclable,recycling_closed_loop,478.7543324326865,0.021,Autumn,1.1,6191.799740526005
diesel_car,diesel,7736.267324156198,private,0.168,refrigerator,4994,3016.971047581364,3819.5749019164036,178.81736286920037,0.177,0.18296,vegetarian,grains,1105.7269630669118,0.8,organic,composting,421.27261211917846,0.01,Spring,1.0,3421.320506509489
hybrid_car,hybrid,16174.975019941552,private,0.11,dishwasher,3692,945.6144038054215,8552.333172305569,108.80809582525396,0.177,0.18296,vegan,vegetables,1189.8526348564617,0.5,recyclable,recycling_closed_loop,644.8586988174054,0.021,Summer,0.7,4119.8242289755535
diesel_car,diesel,21264.214675214273,private,0.168,tv,3357,6328.4679628077565,6556.016264008482,364.50781400781597,0.177,0.18296,balanced,chicken,532.7860789957474,6.1,organic,composting,328.66890997197885,0.01,Spring,1.0,9145.297401489743
petrol_car,petrol,12614.867952460276,private,0.17,refrigerator,3278,2600.648078955462,8312.781522588457,406.31290242598214,0.177,0.18296,meat_heavy,dairy,1050.2987339883985,21.0,general,landfill,480.9861984870875,0.45,Spring,1.0,26398.465972341706
petrol_car,petrol,6055.9043405155135,private,0.17,hvac,3182,2451.140076359939,1777.3439418387854,254.61427627094722,0.177,0.18296,meat_heavy,dairy,867.9704265327048,21.0,recyclable,recycling_closed_loop,511.0499865647384,0.021,Summer,0.7,20026.64938590683
bicycle,human,18723.194818710675,private,0.0,hvac,988,7050.199410057892,27204.92167346281,1552.3111150943912,0.177,0.18296,vegetarian,dairy,734.6244881265955,21.0,organic,composting,428.3927887604722,0.01,Winter,1.4,21656.695943503113
petrol_car,petrol,15196.920249802366,private,0.17,hvac,2288,2667.7525737834226,4738.662251091413,418.2991164397089,0.177,0.18296,meat_heavy,chicken,1296.5665732771813,6.1,organic,composting,366.2973625318623,0.01,Spring,1.0,11835.373364101875
diesel_car,diesel,8608.387002049472,private,0.168,refrigerator,1890,1512.7979655599738,12611.617558948745,486.3134052741965,0.177,0.18296,balanced,fish,1087.9685772945656,5.4,recyclable,recycling_closed_loop,445.48758006638434,0.021,Spring,1.0,9905.781361405738
petrol_car,petrol,15222.053989382912,private,0.17,hvac,1838,782.1586106090367,4660.452558545719,149.10554581024502,0.177,0.18296,vegetarian,vegetables,1311.6589913544894,0.5,general,landfill,394.2133840785659,0.45,Summer,0.7,4412.093170897019
diesel_car,diesel,2783.974838397612,private,0.168,washing_machine,1633,1792.9834977374762,2109.7806684438765,132.23653823004108,0.177,0.18296,balanced,dairy,937.6584815065571,21.0,organic,composting,268.9354215695627,0.01,Summer,0.7,20864.58878890222
petrol_car,petrol,5479.559898288079,private,0.17,hvac,3421,1644.5657154919768,1436.698326764288,836.0985286466956,0.177,0.18296,vegan,vegetables,816.2767082953934,0.5,organic,composting,416.2223216898832,0.01,Summer,0.7,1897.7722175804429
diesel_car,diesel,5294.636801223742,private,0.168,hvac,2956,2288.3614905331588,7266.108100327996,300.73048897244007,0.177,0.18296,balanced,chicken,934.5348849855209,6.1,general,landfill,601.780644879303,0.45,Spring,1.0,8595.41019307333
bus,diesel,8713.973370676016,public,0.12525,refrigerator,3662,3921.528831741194,18280.701748866966,221.1374837737969,0.177,0.18296,balanced,dairy,1096.3935654105785,21.0,general,landfill,471.93276018294387,0.45,Autumn,1.1,28366.80757557254
hybrid_car,hybrid,8269.574669878612,private,0.11,dishwasher,738,1624.9478598227738,2853.575800402706,244.84288134618564,0.177,0.18296,meat_heavy,beef,878.4380039940685,59.6,recyclable,recycling_closed_loop,369.36045729134804,0.021,Summer,0.7,54082.02082096656
petrol_car,petrol,4992.516485272029,private,0.17,refrigerator,4912,3321.421788967201,724.9453244155039,367.9783160221973,0.177,0.18296,vegetarian,dairy,1073.8104097179935,21.0,general,landfill,431.32416936936164,0.45,Summer,0.7,24313.369935992578
petrol_car,petrol,12147.953689085212,private,0.17,refrigerator,1269,1870.832301418499,13669.147759637082,527.2654583560303,0.177,0.18296,vegetarian,grains,778.247020919001,0.8,recyclable,recycling_closed_loop,499.006123071636,0.021,Autumn,1.1,5530.273463918466
bicycle,human,3967.3481948937633,private,0.0,washing_machine,2626,6385.672084721936,8189.8884708754695,1474.1413350964463,0.177,0.18296,balanced,chicken,781.7906565611851,6.1,general,landfill,481.46844372940694,0.45,Autumn,1.1,7614.269758328621
petrol_car,petrol,2318.0590012171924,private,0.17,dishwasher,4586,1951.0229485349203,2069.6205300273873,233.54629569311626,0.177,0.18296,balanced,fish,1141.5583228310034,5.4,organic,composting,304.9847469948128,0.01,Summer,0.7,7285.523655028781
bus,diesel,10425.621943855784,public,0.12525,refrigerator,4925,4587.876509347775,12575.7213698929,836.674413718861,0.177,0.18296,meat_heavy,beef,1132.4612284736604,59.6,general,landfill,405.65076744292674,0.45,Autumn,1.1,72095.94933483758
bicycle,human,2736.009346977778,private,0.0,washing_machine,1276,8939.43225165764,2498.1522206776976,2443.6563232179774,0.177,0.18296,vegan,fruits,891.4402056566071,0.4,general,landfill,437.0851892710997,0.45,Spring,1.0,2592.6058562732314
petrol_car,petrol,4505.177047248588,private,0.17,refrigerator,4278,5418.737063314876,66807.08440302464,1013.2486045098137,0.177,0.18296,balanced,fish,1060.5924614997462,5.4,general,landfill,438.4160177967477,0.45,Winter,1.4,19872.507220723546
train,electricity,33720.686544505166,public,0.03546,washing_machine,2233,2844.011431474048,4839.686134739519,727.8329354473311,0.177,0.18296,vegan,vegetables,818.3866058480069,0.5,general,landfill,357.4075400682434,0.45,Spring,1.0,3154.6212394057147
bus,diesel,10186.71271666752,public,0.12525,tv,3448,3993.7078294978505,5883.325420572222,396.2074018813859,0.177,0.18296,vegetarian,grains,1034.7847023950305,0.8,general,landfill,450.65343913859175,0.45,Spring,1.0,4089.807082060011
bus,diesel,34726.81893047743,public,0.12525,hvac,2193,1294.1368384947937,14211.2526680811,138.91639370314462,0.177,0.18296,meat_heavy,chicken,1151.7695531677593,6.1,recyclable,recycling_closed_loop,448.15076309913053,0.021,Spring,1.0,14213.892519956407
diesel_car,diesel,8879.870339015035,private,0.168,hvac,3018,606.2487776554369,7220.31261509746,111.06966993626196,0.177,0.18296,vegan,fruits,1246.1291608356023,0.4,recyclable,recycling_closed_loop,399.3665859534744,0.021,Summer,0.7,3426.9910092970335
petrol_car,petrol,14843.30296040327,private,0.17,refrigerator,3633,3955.1675279587585,12350.14768232576,869.3868029453829,0.177,0.18296,meat_heavy,chicken,965.4747293983044,6.1,recyclable,recycling_closed_loop,412.71739191942856,0.021,Autumn,1.1,11381.07209023554
bus,diesel,24187.049672290563,public,0.12525,washing_machine,4730,2742.3588746555624,31366.96883579678,466.8658920134814,0.177,0.18296,meat_heavy,chicken,855.385379017571,6.1,organic,composting,390.7834189178524,0.01,Winter,1.4,14475.484756662167
diesel_car,diesel,15294.550844619504,private,0.168,tv,1446,5942.493559969975,24734.65135246643,1419.6985797435952,0.177,0.18296,meat_heavy,dairy,847.3787293109049,21.0,recyclable,recycling_closed_loop,344.8262148167707,0.021,Winter,1.4,25948.952379498172
petrol_car,petrol,11634.977712642396,private,0.17,hvac,4755,8967.191291326712,20385.21525420125,2266.4129617136878,0.177,0.18296,meat_heavy,beef,1589.0492579870206,59.6,organic,composting,492.0509575065679,0.01,Winter,1.4,102007.07433822419
bus,diesel,2369.374578374127,public,0.12525,refrigerator,3302,4400.235690987117,5222.953495552336,778.1593527627359,0.177,0.18296,meat_heavy,dairy,1171.2096189551025,21.0,organic,composting,270.28357036342777,0.01,Spring,1.0,26629.302288553125
hybrid_car,hybrid,30703.399997710287,private,0.11,refrigerator,1624,854.8918132408,9011.779943926007,117.34223585857217,0.177,0.18296,vegan,grains,982.1328269057908,0.8,organic,composting,471.3025850432949,0.01,Summer,0.7,5967.9043966075205
bicycle,human,2718.6348644624336,private,0.0,washing_machine,1748,5814.111681104093,36127.78978795143,831.0615695554594,0.177,0.18296,vegetarian,grains,845.47262206938,0.8,recyclable,recycling_closed_loop,462.9558366065836,0.021,Winter,1.4,8325.13835738326
diesel_car,diesel,4473.042097927748,private,0.168,dishwasher,1054,4187.497245641888,12049.1764928185,160.6457561546909,0.177,0.18296,balanced,fish,1053.6333899643948,5.4,general,landfill,502.70703006441386,0.45,Spring,1.0,9613.013885393268
petrol_car,petrol,7799.5414122299835,private,0.17,refrigerator,1888,1603.9658018192222,1501.9532274489761,119.68381721564403,0.177,0.18296,balanced,vegetables,1121.359005011927,0.5,recyclable,recycling_closed_loop,476.92152772290495,0.021,Summer,0.7,2455.316204083309
diesel_car,diesel,10741.341198396147,private,0.168,tv,914,2798.697302918452,13583.48682412552,376.5628210611084,0.177,0.18296,meat_heavy,beef,1320.3985309226823,59.6,recyclable,recycling_closed_loop,269.5996822163362,0.021,Autumn,1.1,83486.56352960753
diesel_car,diesel,12517.48109152494,private,0.168,tv,4147,2652.2255411153355,17740.59714258849,478.2004795955063,0.177,0.18296,balanced,fish,984.5556576803149,5.4,recyclable,recycling_closed_loop,464.4064922957223,0.021,Autumn,1.1,11144.553485173505
diesel_car,diesel,14458.282920168283,private,0.168,dishwasher,1339,7652.633327143458,15012.821887605609,1718.8820854999822,0.177,0.18296,meat_heavy,dairy,1379.3777495744162,21.0,recyclable,recycling_closed_loop,504.1732852654597,0.021,Winter,1.4,35507.7739021023
diesel_car,diesel,7317.715844942751,private,0.168,tv,1706,5263.091082976153,26355.581205110633,494.95025138916566,0.177,0.18296,meat_heavy,dairy,1083.48940688216,21.0,recyclable,recycling_closed_loop,475.3213446416157,0.021,Winter,1.4,29746.21981368704
bicycle,human,8490.449924735274,private,0.0,washing_machine,1155,795.0070827675956,16759.824775809393,103.78784655231289,0.177,0.18296,meat_heavy,dairy,1054.893667127313,21.0,recyclable,recycling_closed_loop,358.65611976234896,0.021,Summer,0.7,25367.392582820532
bicycle,human,1626.2607890908557,private,0.0,refrigerator,2155,2807.6302447792323,21174.58492736666,754.4825699171872,0.177,0.18296,meat_heavy,beef,1134.1374341452465,59.6,general,landfill,414.30849370279947,0.45,Spring,1.0,72152.0825088599
bus,diesel,9316.7127454941,public,0.12525,washing_machine,1478,4524.184412347416,9093.641756413579,710.0830146974802,0.177,0.18296,balanced,chicken,934.4733125380078,6.1,recyclable,recycling_closed_loop,447.1869947876676,0.021,Autumn,1.1,9341.149741484445
bus,diesel,11740.185571311587,public,0.12525,dishwasher,1050,6994.799232251727,21693.520604182588,4338.727310427762,0.177,0.18296,vegetarian,dairy,728.8916277671749,21.0,general,landfill,395.49555215448464,0.45,Winter,1.4,22162.28141823677
hybrid_car,hybrid,5813.2466097487695,private,0.11,dishwasher,799,13153.444592326676,29626.26742090002,1272.5070697313574,0.177,0.18296,balanced,vegetables,1009.3872596830455,0.5,organic,composting,456.72179054338727,0.01,Winter,1.4,8897.299554989011
bus,diesel,15425.504858680704,public,0.12525,washing_machine,1820,1463.1859705081706,1592.0388451085407,137.49994248536308,0.177,0.18296,meat_heavy,chicken,662.6246097253895,6.1,organic,composting,350.7115087616282,0.01,Summer,0.7,6527.825061843255
bus,diesel,9334.376097537497,public,0.12525,hvac,3516,1928.4962022695222,3779.7439677050174,121.75265944866737,0.177,0.18296,meat_heavy,beef,809.4277918827399,59.6,general,landfill,380.4275020916117,0.45,Summer,0.7,50615.105162502114
diesel_car,diesel,1035.744922718372,private,0.168,dishwasher,4479,3834.835552449309,7655.765712135471,1019.2695719961068,0.177,0.18296,balanced,dairy,1474.8932566567987,21.0,general,landfill,477.27283779193937,0.45,Spring,1.0,33441.001101291666
diesel_car,diesel,16972.569252508565,private,0.168,refrigerator,2595,3507.871880833323,14578.071847776047,254.37527368488804,0.177,0.18296,vegetarian,dairy,980.4758608451848,21.0,organic,composting,259.3189455395128,0.01,Winter,1.4,26732.075249802318
hybrid_car,hybrid,1886.2340527533534,private,0.11,dishwasher,704,932.0448318094794,5008.077078936032,105.8076908527077,0.177,0.18296,meat_heavy,dairy,966.9151895636213,21.0,recyclable,recycling_closed_loop,384.0671422490649,0.021,Summer,0.7,21602.01985421856
petrol_car,petrol,21886.543670343875,private,0.17,washing_machine,4371,1659.6724540730618,5780.4483589971405,92.78079172038036,0.177,0.18296,vegan,vegetables,1020.7658470065396,0.5,recyclable,recycling_closed_loop,468.3414673560031,0.021,Summer,0.7,5592.283374409255
diesel_car,diesel,5905.546344527531,private,0.168,washing_machine,921,11134.509900881038,10414.620814674785,3947.848377027065,0.177,0.18296,balanced,vegetables,1120.783408296675,0.5,general,landfill,327.9846022978433,0.45,Winter,1.4,5576.383837771835
bus,diesel,5044.575169156789,public,0.12525,tv,2485,8446.395741790795,8529.647978107829,675.8167705117601,0.177,0.18296,vegetarian,dairy,691.8484383369275,21.0,organic,composting,382.98274685992163,0.01,Winter,1.4,18220.076512852545
diesel_car,diesel,13105.833733384523,private,0.168,hvac,2473,3017.0893420134444,18544.149841276576,1527.1542534961718,0.177,0.18296,balanced,vegetables,945.3735712561495,0.5,recyclable,recycling_closed_loop,408.5045860200182,0.021,Winter,1.4,6609.907917639437
hybrid_car,hybrid,13283.16043804586,private,0.11,washing_machine,4360,5325.212943599494,37774.557968315836,1245.694548553127,0.177,0.18296,meat_heavy,dairy,957.4560166138161,21.0,general,landfill,375.17488861389063,0.45,Winter,1.4,29590.34851385161
petrol_car,petrol,3327.7330607814342,private,0.17,tv,4246,2408.122717889485,13807.278158324852,252.6049596355274,0.177,0.18296,vegetarian,vegetables,1392.4136723797055,0.5,organic,composting,256.02947033819646,0.01,Spring,1.0,4216.899084139633
hybrid_car,hybrid,6775.220391224412,private,0.11,tv,2203,2731.0637659276517,10038.891446043104,53.354254717021526,0.177,0.18296,meat_heavy,beef,894.001413659305,59.6,organic,composting,540.904596641209,0.01,Spring,1.0,56353.281408632916
hybrid_car,hybrid,3984.6657982778456,private,0.11,refrigerator,4524,556.8143200202076,10417.62901571362,190.0034766104842,0.177,0.18296,vegan,vegetables,1436.84612035098,0.5,general,landfill,395.16803212656555,0.45,Summer,0.7,3339.1274518015484
diesel_car,diesel,16891.281964803133,private,0.168,tv,3736,2840.4778579726544,11808.437634384516,1093.129480258417,0.177,0.18296,meat_heavy,beef,1153.5018163634595,59.6,general,landfill,442.1827286160877,0.45,Spring,1.0,74448.6621836745
petrol_car,petrol,13916.299031513185,private,0.17,hvac,4183,2809.3940875918806,6579.057741971021,403.4173764907381,0.177,0.18296,balanced,fish,918.8993266891824,5.4,organic,composting,537.6231970635573,0.01,Summer,0.7,9034.170589424242
petrol_car,petrol,10172.71710082357,private,0.17,refrigerator,2293,2096.973791586718,15697.694034247002,590.3954360127714,0.177,0.18296,vegetarian,vegetables,972.8253903272407,0.5,recyclable,recycling_closed_loop,505.7059011356577,0.021,Autumn,1.1,5469.608887844157
bus,diesel,17922.091680008933,public,0.12525,washing_machine,2210,4611.087541159301,7746.018142035269,945.0437502279507,0.177,0.18296,vegetarian,dairy,713.0838278191302,21.0,organic,composting,412.34575561691423,0.01,Spring,1.0,19456.99979873099
train,electricity,10321.306958489631,public,0.03546,washing_machine,4121,1590.942067022858,5332.067193783125,192.21542761759898,0.177,0.18296,meat_heavy,beef,796.41011077297,59.6,recyclable,recycling_closed_loop,284.2287076058731,0.021,Summer,0.7,49095.15670931438
bicycle,human,13425.996747717261,private,0.0,tv,1183,3662.8393184865545,11767.992608543114,381.4783138016596,0.177,0.18296,vegan,fruits,1110.4249169459686,0.4,organic,composting,355.6781307572304,0.01,Autumn,1.1,3249.121235117128
hybrid_car,hybrid,23893.037295812966,private,0.11,dishwasher,522,3782.724540419669,14592.247609490369,670.7427615381496,0.177,0.18296,meat_heavy,chicken,1421.3880364526367,6.1,recyclable,recycling_closed_loop,394.10736454769483,0.021,Autumn,1.1,14646.31724584265
hybrid_car,hybrid,3009.4174959563516,private,0.11,hvac,1932,1856.4606588836646,14129.851131512449,209.0235673124411,0.177,0.18296,vegetarian,dairy,1130.6736767591772,21.0,organic,composting,344.7249212933678,0.01,Autumn,1.1,26992.421485354782
hybrid_car,hybrid,6284.085857191946,private,0.11,hvac,2988,1988.852847058072,5873.782232284863,325.78943214671256,0.177,0.18296,meat_heavy,beef,1217.618492641718,59.6,general,landfill,344.27186903854465,0.45,Summer,0.7,74842.92809795296
hybrid_car,hybrid,9864.574294724864,private,0.11,tv,3629,952.5252707216376,8549.485737754712,239.4444523758219,0.177,0.18296,vegetarian,dairy,855.0935461931502,21.0,organic,composting,326.6608629085882,0.01,Summer,0.7,20778.145134602306
diesel_car,diesel,7386.295124058135,private,0.168,hvac,2291,4734.669772882704,21214.133102495376,394.4265098187746,0.177,0.18296,balanced,vegetables,1231.7334046682604,0.5,general,landfill,416.7691534859561,0.45,Autumn,1.1,6763.684744477369
train,electricity,7570.926534691782,public,0.03546,refrigerator,2317,1743.8141798232446,8162.844084451041,328.91577501056184,0.177,0.18296,balanced,fish,998.4582697035512,5.4,recyclable,recycling_closed_loop,250.48024126968446,0.021,Summer,0.7,7467.528859905887
petrol_car,petrol,10859.2578270767,private,0.17,tv,3667,2831.773161753965,13510.438239030611,288.2029041167893,0.177,0.18296,vegetarian,vegetables,913.0358774267771,0.5,recyclable,recycling_closed_loop,391.6589265253439,0.021,Spring,1.0,5283.910236616953
diesel_car,diesel,10464.719057147893,private,0.168,dishwasher,3995,5727.26806030245,51347.33656429274,1801.6026399982452,0.177,0.18296,meat_heavy,dairy,668.2450749827939,21.0,organic,composting,426.71362964617305,0.01,Winter,1.4,26203.72165701251
hybrid_car,hybrid,8649.533538664906,private,0.11,washing_machine,1251,412.8221150212177,4033.24798318106,150.0217363422633,0.177,0.18296,meat_heavy,dairy,921.7400220203245,21.0,general,landfill,285.80139293073194,0.45,Summer,0.7,21247.59234386035
train,electricity,4773.061424529858,public,0.03546,hvac,3926,8895.83122430848,7918.086085419331,1021.5951975819803,0.177,0.18296,vegan,vegetables,1101.0778023464272,0.5,general,landfill,427.05134754664,0.45,Winter,1.4,3935.219922573952
bicycle,human,56984.5808850987,private,0.0,washing_machine,1165,10150.365776642488,9946.246897887198,893.9769354473931,0.177,0.18296,balanced,fish,1150.7288563266927,5.4,recyclable,recycling_closed_loop,320.3387430372021,0.021,Winter,1.4,9837.043012671085
petrol_car,petrol,10239.851767191625,private,0.17,dishwasher,807,988.1571507299197,3440.883942433674,75.28711482403352,0.177,0.18296,meat_heavy,dairy,1073.0362080605291,21.0,organic,composting,365.3136012075389,0.01,Summer,0.7,25082.636247492625
hybrid_car,hybrid,12127.869018953714,private,0.11,dishwasher,2368,9260.35585610684,32341.55161789553,1408.3642424371112,0.177,0.18296,vegan,grains,1311.4373264753515,0.8,general,landfill,566.8808081300706,0.45,Winter,1.4,10194.605087464797
bus,diesel,9310.552452684764,public,0.12525,refrigerator,802,1397.6743571954883,1800.370895065577,194.6026874467361,0.177,0.18296,balanced,fish,994.3021750979215,5.4,general,landfill,424.22911858023184,0.45,Summer,0.7,7303.0657637734475
diesel_car,diesel,29587.219903701898,private,0.168,dishwasher,1211,9354.105201118222,43533.88559165164,716.5992176735202,0.177,0.18296,balanced,dairy,713.287215406912,21.0,organic,composting,366.3796263333236,0.01,Winter,1.4,29573.984592076915
diesel_car,diesel,6455.660178667249,private,0.168,dishwasher,1025,3910.146971041048,12534.57232876295,1251.9511692358496,0.177,0.18296,meat_heavy,dairy,1170.8875502281112,21.0,general,landfill,538.695989027328,0.45,Autumn,1.1,28901.024027013464
diesel_car,diesel,15555.768143462605,private,0.168,hvac,4642,7041.239446611109,33249.628801686566,2044.9171244278705,0.177,0.18296,meat_heavy,beef,1322.4623055807097,59.6,recyclable,recycling_closed_loop,504.87944396712413,0.021,Winter,1.4,88772.37639664207
train,electricity,23332.325557474902,public,0.03546,washing_machine,1259,11673.987562198954,15245.99138177224,2506.997476557981,0.177,0.18296,meat_heavy,beef,1076.4234341185036,59.6,recyclable,recycling_closed_loop,263.3788409097774,0.021,Winter,1.4,69843.43427510824
train,electricity,8913.654854152224,public,0.03546,hvac,3046,1727.9276971673123,2372.3537004259524,142.50914084804398,0.177,0.18296,balanced,fish,988.9797100535358,5.4,organic,composting,461.63942905303594,0.01,Summer,0.7,6401.074065136408
petrol_car,petrol,5463.482964155975,private,0.17,hvac,605,4232.097315600926,12419.367156839158,326.4922821409826,0.177,0.18296,meat_heavy,chicken,675.535877341247,6.1,general,landfill,367.60191492994227,0.45,Autumn,1.1,8236.310457283253
diesel_car,diesel,14648.258142921719,private,0.168,tv,1406,1735.2993543688206,24646.540277029137,243.41161843849406,0.177,0.18296,meat_heavy,dairy,1098.7074588407534,21.0,recyclable,recycling_closed_loop,435.6477104669492,0.021,Autumn,1.1,30359.391600395007
bicycle,human,1899.3035049895846,private,0.0,tv,2918,3723.660501941077,5304.127878061185,121.64934447891062,0.177,0.18296,vegetarian,grains,1317.3799314066182,0.8,general,landfill,242.2770363867878,0.45,Spring,1.0,2792.4597569129937
hybrid_car,hybrid,5814.288811729965,private,0.11,refrigerator,4165,961.7849744536587,3500.1914617839625,153.9232612826217,0.177,0.18296,balanced,vegetables,1006.1698985513879,0.5,recyclable,recycling_closed_loop,412.94216768153007,0.021,Summer,0.7,1961.9594744135936
bus,diesel,4507.228973804877,public,0.12525,refrigerator,569,596.1714452832024,7103.893982040045,42.55318363412769,0.177,0.18296,balanced,vegetables,1101.1077753806417,0.5,recyclable,recycling_closed_loop,347.6156829686605,0.021,Summer,0.7,2527.6350347708967
bus,diesel,15049.837828315178,public,0.12525,dishwasher,3425,1708.9473969144656,8937.132024849443,145.89377184983377,0.177,0.18296,meat_heavy,beef,1156.6608474177428,59.6,recyclable,recycling_closed_loop,266.67829460490043,0.021,Spring,1.0,72765.20030280096
petrol_car,petrol,36123.28011804926,private,0.17,refrigerator,4581,3970.6748154513407,11545.894087755341,398.43565186848434,0.177,0.18296,balanced,vegetables,710.5237333073821,0.5,general,landfill,409.1271898167573,0.45,Spring,1.0,9495.572946770211
diesel_car,diesel,12766.34357215162,private,0.168,refrigerator,1598,4956.306424092972,40665.73622379431,301.24589224730437,0.177,0.18296,meat_heavy,chicken,1199.0605801058446,6.1,recyclable,recycling_closed_loop,394.8287209439729,0.021,Winter,1.4,17784.775998476813
bus,diesel,9983.513329407002,public,0.12525,dishwasher,634,1262.3254244250747,21479.92204521662,309.7198039285074,0.177,0.18296,vegan,vegetables,1408.069319781298,0.5,organic,composting,457.05847001198595,0.01,Spring,1.0,6112.438426615067
diesel_car,diesel,11916.624192395813,private,0.168,washing_machine,1236,10819.713877701237,5423.271262025164,4057.313125586538,0.177,0.18296,vegan,vegetables,1300.8425801370458,0.5,organic,composting,494.03696886232973,0.01,Autumn,1.1,5564.685590532886
bus,diesel,3678.8717395121257,public,0.12525,dishwasher,637,5907.903280106915,1607.907776450205,172.69905914428776,0.177,0.18296,balanced,fish,914.370933801439,5.4,general,landfill,320.37098110079097,0.45,Autumn,1.1,6882.430356755274
